,run_id,n_neighbors,n_components,min_cluster_size,min_samples,metric,cluster_selection_method,label_count,cost
334,334,10,12,5,3,euclidean,leaf,206,0.48198313314592384
454,454,10,12,5,3,euclidean,leaf,206,0.48198313314592384
857,857,20,8,10,3,manhattan,eom,69,0.4840276003066701
19,19,20,8,10,3,manhattan,eom,69,0.4840276003066701
1168,1168,10,5,15,3,euclidean,leaf,65,0.48428315870176336
854,854,10,5,5,5,euclidean,eom,123,0.48453871709685664
988,988,10,12,5,5,manhattan,eom,109,0.4850498338870432
1263,1263,10,5,10,3,manhattan,leaf,100,0.4853053922821365
361,361,10,5,10,3,manhattan,leaf,100,0.4853053922821365
116,116,10,12,8,3,euclidean,leaf,120,0.48734985944288267
1378,1378,10,12,8,3,euclidean,leaf,120,0.48734985944288267
417,417,10,12,8,3,euclidean,leaf,120,0.48734985944288267
1433,1433,10,12,8,3,euclidean,leaf,120,0.48734985944288267
1281,1281,15,5,5,1,sokalsneath,eom,3,0.48786097623306923
761,761,15,5,5,1,rogerstanimoto,leaf,3,0.48786097623306923
1002,1002,15,5,15,1,sokalsneath,eom,3,0.48786097623306923
1311,1311,15,5,10,1,sokalsneath,eom,3,0.48786097623306923
1400,1400,15,5,8,1,sokalsneath,leaf,3,0.48786097623306923
453,453,15,5,15,1,sokalsneath,eom,3,0.48786097623306923
1497,1497,15,5,8,1,rogerstanimoto,eom,3,0.48786097623306923
403,403,15,5,15,1,rogerstanimoto,leaf,3,0.48786097623306923
1396,1396,15,5,15,1,rogerstanimoto,leaf,3,0.48786097623306923
548,548,15,5,15,1,rogerstanimoto,eom,3,0.48786097623306923
980,980,15,5,15,1,sokalsneath,eom,3,0.48786097623306923
369,369,15,5,5,1,rogerstanimoto,eom,3,0.48786097623306923
618,618,15,5,8,1,rogerstanimoto,leaf,3,0.48786097623306923
434,434,15,8,5,5,euclidean,eom,97,0.48786097623306923
296,296,15,5,8,1,rogerstanimoto,eom,3,0.48786097623306923
885,885,15,5,15,1,sokalsneath,eom,3,0.48786097623306923
354,354,15,5,8,1,rogerstanimoto,leaf,3,0.48786097623306923
787,787,15,5,8,1,sokalsneath,eom,3,0.48786097623306923
1025,1025,15,5,15,1,rogerstanimoto,leaf,3,0.48786097623306923
1103,1103,15,5,5,1,sokalsneath,leaf,3,0.48786097623306923
527,527,15,5,5,1,sokalsneath,leaf,3,0.48786097623306923
848,848,15,5,5,1,rogerstanimoto,eom,3,0.48786097623306923
662,662,15,5,15,1,rogerstanimoto,eom,3,0.48786097623306923
524,524,15,8,5,5,euclidean,eom,97,0.48786097623306923
1432,1432,15,5,10,1,rogerstanimoto,eom,3,0.48786097623306923
1078,1078,15,5,5,1,sokalsneath,leaf,3,0.48786097623306923
810,810,15,5,15,1,sokalsneath,eom,3,0.48786097623306923
745,745,15,5,15,1,sokalsneath,leaf,3,0.48786097623306923
646,646,15,5,5,1,sokalsneath,leaf,3,0.48786097623306923
956,956,15,5,10,1,sokalsneath,eom,3,0.48786097623306923
636,636,15,8,5,5,euclidean,eom,97,0.48786097623306923
645,645,15,5,15,1,sokalsneath,leaf,3,0.48786097623306923
226,226,20,8,15,1,rogerstanimoto,leaf,3,0.4881165346281625
1030,1030,20,8,8,1,sokalsneath,eom,3,0.4881165346281625
85,85,20,8,15,1,sokalsneath,eom,3,0.4881165346281625
1183,1183,20,8,15,1,sokalsneath,leaf,3,0.4881165346281625
1081,1081,20,8,5,1,sokalsneath,eom,3,0.4881165346281625
392,392,20,8,10,1,rogerstanimoto,leaf,3,0.4881165346281625
1215,1215,20,8,10,1,sokalsneath,leaf,3,0.4881165346281625
728,728,20,8,5,1,rogerstanimoto,eom,3,0.4881165346281625
1140,1140,20,8,15,1,sokalsneath,leaf,3,0.4881165346281625
1053,1053,20,8,15,1,sokalsneath,eom,3,0.4881165346281625
1287,1287,20,8,8,1,sokalsneath,eom,3,0.4881165346281625
448,448,20,8,15,1,sokalsneath,leaf,3,0.4881165346281625
97,97,20,8,10,1,sokalsneath,eom,3,0.4881165346281625
966,966,20,8,10,1,rogerstanimoto,leaf,3,0.4881165346281625
672,672,20,8,8,1,rogerstanimoto,leaf,3,0.4881165346281625
1040,1040,20,8,10,1,rogerstanimoto,eom,3,0.4881165346281625
585,585,20,8,10,1,sokalsneath,leaf,3,0.4881165346281625
1288,1288,20,8,5,1,sokalsneath,eom,3,0.4881165346281625
1093,1093,20,8,15,1,rogerstanimoto,eom,3,0.4881165346281625
409,409,20,8,10,1,sokalsneath,eom,3,0.4881165346281625
643,643,20,8,15,1,sokalsneath,leaf,3,0.4881165346281625
840,840,20,8,15,1,sokalsneath,leaf,3,0.4881165346281625
1461,1461,20,8,15,1,rogerstanimoto,leaf,3,0.4881165346281625
1472,1472,20,8,5,1,sokalsneath,leaf,3,0.4881165346281625
860,860,20,8,10,1,rogerstanimoto,eom,3,0.4881165346281625
381,381,20,8,5,1,rogerstanimoto,eom,3,0.4881165346281625
560,560,20,8,10,1,sokalsneath,leaf,3,0.4881165346281625
1451,1451,20,8,10,1,sokalsneath,leaf,3,0.4881165346281625
540,540,20,8,15,1,sokalsneath,eom,3,0.4881165346281625
1468,1468,20,8,15,1,sokalsneath,eom,3,0.4881165346281625
1175,1175,20,8,5,1,rogerstanimoto,leaf,3,0.4881165346281625
1006,1006,20,8,15,1,sokalsneath,eom,3,0.4881165346281625
893,893,20,8,15,1,sokalsneath,leaf,3,0.4881165346281625
421,421,20,8,15,1,sokalsneath,leaf,3,0.4881165346281625
1322,1322,20,8,15,1,sokalsneath,eom,3,0.4881165346281625
1443,1443,20,8,8,1,sokalsneath,eom,3,0.4881165346281625
505,505,20,8,5,1,rogerstanimoto,leaf,3,0.4881165346281625
658,658,20,8,8,1,rogerstanimoto,leaf,3,0.4881165346281625
45,45,20,8,5,1,rogerstanimoto,leaf,3,0.4881165346281625
150,150,10,5,15,3,manhattan,leaf,60,0.48888320981344235
7,7,10,12,5,3,manhattan,leaf,210,0.48913876820853563
546,546,10,12,5,3,manhattan,leaf,210,0.48913876820853563
99,99,10,12,5,3,manhattan,leaf,210,0.48913876820853563
246,246,10,12,5,3,manhattan,leaf,210,0.48913876820853563
942,942,10,12,5,3,manhattan,leaf,210,0.48913876820853563
806,806,10,8,8,3,euclidean,leaf,121,0.49143879376437516
1141,1141,20,8,15,3,rogerstanimoto,eom,3,0.49297214413493484
1412,1412,20,8,8,3,sokalsneath,leaf,3,0.49297214413493484
1459,1459,20,8,5,3,sokalsneath,leaf,3,0.49297214413493484
1424,1424,20,8,15,3,rogerstanimoto,leaf,3,0.49297214413493484
974,974,20,8,15,3,rogerstanimoto,eom,3,0.49297214413493484
1342,1342,20,8,5,3,sokalsneath,leaf,3,0.49297214413493484
1375,1375,20,8,10,3,sokalsneath,eom,3,0.49297214413493484
1057,1057,20,8,8,3,sokalsneath,leaf,3,0.49297214413493484
1226,1226,10,5,10,3,euclidean,leaf,106,0.49297214413493484
1003,1003,20,8,15,3,rogerstanimoto,eom,3,0.49297214413493484
1247,1247,20,8,8,3,rogerstanimoto,leaf,3,0.49297214413493484
1499,1499,20,8,8,3,rogerstanimoto,eom,3,0.49297214413493484
463,463,20,8,5,3,rogerstanimoto,eom,3,0.49297214413493484
301,301,20,8,8,3,rogerstanimoto,leaf,3,0.49297214413493484
153,153,20,8,10,3,sokalsneath,eom,3,0.49297214413493484
341,341,20,8,5,3,rogerstanimoto,eom,3,0.49297214413493484
400,400,10,5,10,3,euclidean,leaf,106,0.49297214413493484
422,422,20,8,15,3,rogerstanimoto,leaf,3,0.49297214413493484
912,912,20,8,8,3,sokalsneath,leaf,3,0.49297214413493484
468,468,20,8,8,3,rogerstanimoto,eom,3,0.49297214413493484
765,765,10,5,10,3,euclidean,leaf,106,0.49297214413493484
82,82,20,8,5,3,rogerstanimoto,leaf,3,0.49297214413493484
516,516,20,8,10,3,rogerstanimoto,leaf,3,0.49297214413493484
757,757,20,8,5,3,sokalsneath,eom,3,0.49297214413493484
176,176,20,8,15,3,rogerstanimoto,eom,3,0.49297214413493484
718,718,20,8,5,3,rogerstanimoto,eom,3,0.49297214413493484
614,614,20,8,8,3,rogerstanimoto,leaf,3,0.49297214413493484
199,199,20,8,8,3,rogerstanimoto,leaf,3,0.49297214413493484
586,586,20,8,10,3,rogerstanimoto,eom,3,0.49297214413493484
555,555,20,8,8,3,rogerstanimoto,leaf,3,0.49297214413493484
127,127,20,12,15,3,euclidean,leaf,53,0.4937388193202147
976,976,10,8,5,5,manhattan,eom,116,0.49399437771530796
884,884,10,8,5,5,manhattan,eom,116,0.49399437771530796
267,267,10,8,5,5,manhattan,eom,116,0.49399437771530796
1028,1028,10,5,15,3,rogerstanimoto,leaf,3,0.4950166112956811
319,319,10,5,5,3,rogerstanimoto,eom,3,0.4950166112956811
1083,1083,10,5,10,3,sokalsneath,eom,3,0.4950166112956811
1090,1090,10,5,5,3,rogerstanimoto,eom,3,0.4950166112956811
352,352,10,5,8,3,sokalsneath,leaf,3,0.4950166112956811
990,990,10,5,15,3,rogerstanimoto,leaf,3,0.4950166112956811
665,665,10,5,15,3,sokalsneath,eom,3,0.4950166112956811
71,71,10,5,10,3,rogerstanimoto,eom,3,0.4950166112956811
441,441,10,5,5,3,sokalsneath,eom,3,0.4950166112956811
754,754,10,5,15,3,sokalsneath,leaf,3,0.4950166112956811
915,915,10,5,15,3,sokalsneath,eom,3,0.4950166112956811
746,746,10,5,15,3,rogerstanimoto,leaf,3,0.4950166112956811
275,275,10,5,5,3,sokalsneath,leaf,3,0.4950166112956811
488,488,10,5,8,3,rogerstanimoto,eom,3,0.4950166112956811
842,842,10,5,5,3,sokalsneath,eom,3,0.4950166112956811
562,562,10,5,8,3,rogerstanimoto,eom,3,0.4950166112956811
929,929,10,5,8,3,rogerstanimoto,leaf,3,0.4950166112956811
293,293,10,5,5,3,rogerstanimoto,leaf,3,0.4950166112956811
772,772,10,5,8,3,rogerstanimoto,eom,3,0.4950166112956811
1008,1008,10,8,8,5,euclidean,eom,88,0.4965499616662407
913,913,20,8,10,5,manhattan,eom,54,0.49757219524661384
485,485,20,8,10,5,manhattan,eom,54,0.49757219524661384
935,935,20,12,15,1,manhattan,leaf,65,0.4978277536417071
38,38,20,12,15,1,manhattan,leaf,65,0.4978277536417071
1389,1389,20,12,15,1,manhattan,leaf,65,0.4978277536417071
472,472,20,12,15,1,manhattan,leaf,65,0.4978277536417071
1097,1097,15,12,5,3,euclidean,leaf,192,0.49987222080245336
1265,1265,20,8,15,5,euclidean,eom,40,0.5029389215435727
456,456,20,8,15,5,euclidean,eom,40,0.5029389215435727
949,949,20,8,15,5,euclidean,eom,40,0.5029389215435727
480,480,20,8,15,5,euclidean,eom,40,0.5029389215435727
1437,1437,20,8,15,5,euclidean,eom,40,0.5029389215435727
732,732,20,8,5,5,euclidean,eom,95,0.5042167135190391
1490,1490,20,8,5,5,euclidean,eom,95,0.5042167135190391
549,549,20,8,5,5,euclidean,eom,95,0.5042167135190391
223,223,20,8,5,5,euclidean,eom,95,0.5042167135190391
1153,1153,20,5,5,5,euclidean,eom,95,0.5047278303092256
1125,1125,10,8,8,5,manhattan,eom,85,0.5052389470994122
1425,1425,10,8,8,5,manhattan,eom,85,0.5052389470994122
596,596,10,8,8,5,manhattan,eom,85,0.5052389470994122
37,37,15,12,5,5,euclidean,eom,98,0.5062611806797853
1082,1082,20,8,8,5,euclidean,eom,72,0.507794531050345
741,741,15,8,5,3,euclidean,leaf,190,0.5080500894454383
1037,1037,15,5,5,5,manhattan,eom,105,0.5088167646307181
512,512,15,5,5,5,manhattan,eom,105,0.5088167646307181
1074,1074,20,12,8,5,euclidean,eom,71,0.509583439815998
1239,1239,20,12,8,5,euclidean,eom,71,0.509583439815998
1223,1223,20,12,8,5,euclidean,eom,71,0.509583439815998
1270,1270,15,5,5,3,euclidean,leaf,188,0.5098389982110912
325,325,10,5,15,5,manhattan,leaf,55,0.5100945566061845
1275,1275,15,5,15,3,euclidean,leaf,56,0.5108612317914644
330,330,10,8,8,3,manhattan,leaf,121,0.5108612317914644
494,494,10,12,10,3,euclidean,leaf,99,0.514183490927677
847,847,10,12,10,3,euclidean,leaf,99,0.514183490927677
1483,1483,10,8,10,5,euclidean,eom,70,0.5144390493227703
909,909,10,8,10,5,euclidean,eom,70,0.5144390493227703
29,29,15,12,8,3,euclidean,leaf,113,0.5146946077178636
118,118,15,12,8,3,euclidean,leaf,113,0.5146946077178636
1470,1470,20,12,5,5,euclidean,eom,92,0.5154612829031434
529,529,15,5,8,3,euclidean,leaf,117,0.5154612829031434
1410,1410,15,5,8,3,euclidean,leaf,117,0.5154612829031434
280,280,20,12,5,5,euclidean,eom,92,0.5154612829031434
316,316,10,8,10,5,manhattan,eom,64,0.5162279580884233
241,241,10,5,15,5,euclidean,leaf,57,0.516994633273703
1390,1390,10,5,15,5,euclidean,leaf,57,0.516994633273703
962,962,15,5,10,3,euclidean,leaf,89,0.5182724252491694
1442,1442,10,8,10,3,euclidean,leaf,92,0.5185279836442627
751,751,20,8,15,5,manhattan,eom,38,0.5198057756197291
266,266,20,12,15,3,manhattan,leaf,52,0.5198057756197291
1476,1476,20,8,15,5,manhattan,eom,38,0.5198057756197291
144,144,10,12,8,3,manhattan,leaf,122,0.5203168924099156
1449,1449,10,12,8,3,manhattan,leaf,122,0.5203168924099156
625,625,15,12,5,3,manhattan,leaf,192,0.5203168924099156
140,140,15,12,5,3,manhattan,leaf,192,0.5203168924099156
1185,1185,20,12,10,3,euclidean,leaf,81,0.523383593151035
413,413,10,8,15,3,euclidean,leaf,62,0.5244058267314081
983,983,15,5,15,5,euclidean,leaf,52,0.5244058267314081
587,587,10,8,15,3,euclidean,leaf,62,0.5244058267314081
95,95,10,8,15,3,euclidean,leaf,62,0.5244058267314081
442,442,10,8,15,3,euclidean,leaf,62,0.5244058267314081
1029,1029,10,8,15,3,euclidean,leaf,62,0.5244058267314081
504,504,15,12,5,5,manhattan,eom,108,0.5246613851265014
724,724,15,5,5,3,manhattan,leaf,179,0.525172501916688
1419,1419,20,5,5,3,euclidean,leaf,188,0.5259391771019678
1016,1016,20,5,5,3,euclidean,leaf,188,0.5259391771019678
835,835,20,5,15,3,euclidean,leaf,56,0.5259391771019678
776,776,20,5,15,3,euclidean,leaf,56,0.5259391771019678
1337,1337,20,8,5,5,manhattan,eom,97,0.5282392026578073
416,416,20,8,5,5,manhattan,eom,97,0.5282392026578073
196,196,20,12,8,3,euclidean,leaf,115,0.5290058778430872
277,277,20,12,8,3,euclidean,leaf,115,0.5290058778430872
901,901,20,8,10,3,euclidean,leaf,83,0.5292614362381804
1147,1147,20,8,10,3,euclidean,leaf,83,0.5292614362381804
265,265,15,5,15,3,manhattan,leaf,57,0.5310503450038334
1382,1382,10,12,10,3,manhattan,leaf,94,0.5369281880909788
1079,1079,10,12,10,3,manhattan,leaf,94,0.5369281880909788
1195,1195,15,5,10,3,manhattan,leaf,85,0.5369281880909788
1395,1395,15,5,8,3,manhattan,leaf,108,0.5376948632762586
1027,1027,15,5,10,5,euclidean,leaf,73,0.5382059800664452
1469,1469,20,12,5,5,manhattan,eom,91,0.538972655251725
1349,1349,20,12,5,5,manhattan,eom,91,0.538972655251725
229,229,20,12,5,5,manhattan,eom,91,0.538972655251725
623,623,10,12,15,5,manhattan,leaf,52,0.5392282136468183
978,978,20,8,5,3,manhattan,leaf,182,0.5394837720419116
705,705,20,8,5,3,manhattan,leaf,182,0.5394837720419116
866,866,15,8,8,3,euclidean,leaf,113,0.5394837720419116
1011,1011,20,8,5,3,manhattan,leaf,182,0.5394837720419116
90,90,15,8,10,3,euclidean,leaf,86,0.5397393304370048
1335,1335,15,8,10,3,euclidean,leaf,86,0.5397393304370048
694,694,15,8,10,3,euclidean,leaf,86,0.5397393304370048
1327,1327,15,8,15,3,manhattan,leaf,54,0.5440838231535906
1114,1114,15,8,15,3,manhattan,leaf,54,0.5440838231535906
297,297,10,12,15,3,euclidean,leaf,65,0.5448504983388704
1374,1374,10,12,15,3,euclidean,leaf,65,0.5448504983388704
566,566,10,12,15,3,euclidean,leaf,65,0.5448504983388704
951,951,10,12,15,3,euclidean,leaf,65,0.5448504983388704
1379,1379,15,8,15,1,rogerstanimoto,eom,3,0.545361615129057
507,507,15,8,8,1,rogerstanimoto,eom,3,0.545361615129057
898,898,15,8,5,1,rogerstanimoto,eom,3,0.545361615129057
109,109,15,8,15,1,sokalsneath,eom,3,0.545361615129057
450,450,15,8,5,1,sokalsneath,eom,3,0.545361615129057
638,638,15,8,5,1,sokalsneath,eom,3,0.545361615129057
